"","Gene_Symbol","Ensembl_ID","PGG_Family","F_Statistic","P_Value","FDR"
"2883","TMLHE","ENST00000413804","pgAmat2023.csv","83.1678251318944","3.05620185202295e-19","6.0431670945836e-18"
"16818","FUNDC1","ENST00000399598","NA","83.135296079248","3.10362318693395e-19","6.12992181903914e-18"
"8779","PGAM1","ENST00000449663","pgAmat39402.csv","83.0040281724096","3.3025968651919e-19","6.51546564203726e-18"
"5675","DNM1P51","ENST00000476029","pgAmat3883.csv","82.9097843281134","3.45328622316934e-19","6.80498204205388e-18"
"9755","ST13P3","ENST00000617262","NA","82.8889701741634","3.48748457707825e-19","6.86454538280938e-18"
"7689","CDR2","ENST00000424000","NA","82.8550511642398","3.54394321941389e-19","6.96773910328906e-18"
"4833","UBE2M","ENST00000554856","pgAmat9455.csv","82.7706543400231","3.68842915549427e-19","7.24357189377864e-18"
"3034","SERF2","ENST00000421279","NA","82.5893438586469","4.01910363468354e-19","7.88401237396151e-18"
"8282","PIGQ",NA,"NA","82.5762244302794","4.0441527003945e-19","7.92323501613524e-18"
"10950","LRRC34","ENST00000487963","pgAmat43373.csv","82.5740769067904","4.04826786208044e-19","7.92323501613524e-18"
"6118","CLASP2",NA,"NA","82.3014813233045","4.60620009576238e-19","9.00501697454361e-18"
"6859","TRIP13","ENST00000610316","NA","82.2629221093691","4.69111034135518e-19","9.16065185528816e-18"
"10951","NOC2L","ENST00000447821","pgAmat5112.csv","82.0417315750465","5.20939065158747e-19","1.01612516073064e-17"
"5413","FH",NA,"NA","81.8436036040034","5.72217000277207e-19","1.11488773379827e-17"
"8821","PSMD4",NA,"NA","81.8112698404896","5.81052799862151e-19","1.13082820802001e-17"
"15158","IL6R","ENST00000394996","pgAmat3079.csv","81.668549832052","6.21716181892264e-19","1.20860506810597e-17"
"13928","RABEPK",NA,"NA","81.4909541487949","6.7632071620781e-19","1.31327804691049e-17"
"15497","LINC00888","ENST00000465198","NA","81.442585838863","6.92007823173021e-19","1.34223111111966e-17"
"16865","EIF4A2P1","ENST00000420708","pgAmat4993.csv","81.4322204031521","6.9541675524204e-19","1.34733098252163e-17"
"17165","ENSA","ENST00000479658","pgAmat329.csv","81.3333476761474","7.2879122925379e-19","1.41041097692766e-17"
"394","MORF4L2","ENST00000550756","pgAmat37509.csv","81.3293071743651","7.30188720173741e-19","1.41153483915465e-17"
"6229","DIMT1",NA,"NA","81.2929730060086","7.42876893869922e-19","1.43445793071061e-17"
"10949","SRP19",NA,"NA","81.2307731267356","7.65112476056858e-19","1.47574484500163e-17"
"2179","FAM220A",NA,"NA","81.1952002086023","7.78127781770658e-19","1.49917550998445e-17"
"15106","COX16",NA,"NA","81.1311729221712","8.02115400458766e-19","1.54367019495862e-17"
"5785","YPEL5",NA,"NA","81.0625165264354","8.28661151075861e-19","1.59298353869778e-17"
"3914","MRGPRX3",NA,"NA","80.7684991494352","9.52667599458451e-19","1.82933349487122e-17"
"16264","KLHL12","ENST00000323205","NA","80.6283578653292","1.01815699750356e-18","1.95291778366887e-17"
"580","PSKH1",NA,"NA","80.6041215842213","1.02993196430469e-18","1.97331310500152e-17"
"14946","SARNP","ENST00000533268","pgAmat28655.csv","80.5823023608319","1.0406492933752e-18","1.99163910167334e-17"
"3670","UBE2F","ENST00000565486","pgAmat25737.csv","80.5783819907657","1.04258673861313e-18","1.99313982485754e-17"
"8267","MRPL36","ENST00000615870","NA","80.3704640883803","1.15069021216594e-18","2.19737328692285e-17"
"15717","TAGLN2","ENST00000454315","NA","80.2608006536786","1.21216118380221e-18","2.31220414773396e-17"
"1979","HSD17B7","ENST00000373674","NA","79.9448449963548","1.40829139856178e-18","2.68336184674142e-17"
"14273","TMEM242","ENST00000417997","pgAmat22240.csv","79.8731527634573","1.457048622633e-18","2.77320642030215e-17"
"15937","FAM49B",NA,"NA","79.8157668498596","1.49729228810119e-18","2.84666725225135e-17"
"16255","RP11-340M11.1","ENST00000498296","pgAmat15065.csv","79.7290436046194","1.56023299149651e-18","2.96307105044426e-17"
"3714","URAHP","ENST00000603038","pgAmat37715.csv","79.6460752412282","1.62292849935114e-18","3.07875415211707e-17"
"7157","CANT1",NA,"NA","79.5622242641447","1.6888561652093e-18","3.2003083604328e-17"
"12115","DDX56",NA,"NA","79.5175824977791","1.72504349168144e-18","3.26530138261102e-17"
"14032","FAM90A20P","ENST00000624821","pgAmat2274.csv","79.3121425601978","1.90185337526181e-18","3.59604267300598e-17"
"15998","HIST1H2BD",NA,"NA","79.228855728376","1.97860571990773e-18","3.73515685038453e-17"
"15669","PIGU",NA,"NA","79.2276388383836","1.97974984084725e-18","3.73515685038453e-17"
"7453","DNAJC19P5","ENST00000520584","NA","79.201377862878","2.00460258304231e-18","3.77792168376632e-17"
"6475","MT-ND2",NA,"NA","79.1257031611341","2.07798143521919e-18","3.91194718556189e-17"
"17194","GNAQ","ENST00000414224","pgAmat22285.csv","79.0382261001342","2.16616479847651e-18","4.07352122385975e-17"
"1154","GARS","ENST00000229239","NA","79.0150306491694","2.190170067901e-18","4.11418686015925e-17"
"4254","GNPAT","ENST00000448460","NA","78.9752953950697","2.23191364076778e-18","4.18804902711713e-17"
"16856","PEBP1P2","ENST00000574177","NA","78.8715387309278","2.34471175667964e-18","4.39493585454855e-17"
"14715","FKBP3",NA,"NA","78.6738936696712","2.57562607751501e-18","4.82253194708715e-17"
"1561","TEX21P",NA,"NA","78.639503068159","2.61807265941741e-18","4.89670256494066e-17"
"11177","RGS17","ENST00000591298","pgAmat33063.csv","78.5688539832811","2.70748298880296e-18","5.05798092083807e-17"
"13317","NTPCR","ENST00000322641","NA","78.5667785918005","2.71015526715429e-18","5.05798092083807e-17"
"11808","PDAP1",NA,"NA","78.3885553598256","2.94977569005975e-18","5.49924740837245e-17"
"243","ALDOA","ENST00000298569","NA","78.340441290679","3.01802864193095e-18","5.62042790838909e-17"
"2137","CCT5","ENST00000467870","pgAmat2555.csv","78.0832259864384","3.41066835699898e-18","6.34479769059809e-17"
"8909","TPI1",NA,"NA","77.9897213126386","3.56575733572459e-18","6.62617400817121e-17"
"733","BTN2A3P",NA,"NA","77.9780798549773","3.58555433709025e-18","6.65580559114862e-17"
"16203","GS1-124K5.12",NA,"NA","77.9593077316873","3.61770970250651e-18","6.70828960072076e-17"
"3483","OR2L1P",NA,"NA","77.9502245209936","3.63337219069072e-18","6.73011127540376e-17"
"389","SAP30","ENST00000431743","NA","77.8941826099743","3.73152123912804e-18","6.90451285381271e-17"
"13277","ALMS1",NA,"NA","77.8268737840738","3.85292045690904e-18","7.12151565094139e-17"
"10328","RP11-63E5.1","ENST00000607990","NA","77.6929572583093","4.10635085952697e-18","7.5818328583702e-17"
"15647","SAPCD2","ENST00000304094","NA","77.6831807597057","4.12549372154531e-18","7.60904829196863e-17"
"8846","PRDX2","ENST00000530992","pgAmat30790.csv","77.6741355421797","4.14328432327131e-18","7.63371425104209e-17"
"69","COX17","ENST00000572493","pgAmat32432.csv","77.6101256377125","4.27139847863108e-18","7.86137470795551e-17"
"16178","ZBTB12","ENST00000554443","pgAmat14742.csv","77.5408381926268","4.41455309895601e-18","8.11620283576147e-17"
"338","UBE2N","ENST00000603788","NA","77.5304500639138","4.43642651750816e-18","8.1477495298168e-17"
"12714","EEF1A1P22","ENST00000565489","pgAmat380.csv","77.4152890227672","4.68630931416521e-18","8.59753689675193e-17"
"9233","CHAF1A","ENST00000446041","NA","77.3824882567018","4.76002891524051e-18","8.72352276916082e-17"
"15666","GK",NA,"NA","77.2902375753864","4.9736512127821e-18","9.10536443424791e-17"
"2596","APOO","ENST00000469935","NA","77.1842792882822","5.23089596333402e-18","9.56617397231095e-17"
"16034","TMED2","ENST00000530317","pgAmat8974.csv","77.1730923639038","5.25882186004075e-18","9.60707815911461e-17"
"10057","RP11-989E6.13",NA,"NA","77.0462586300757","5.5860797927881e-18","1.01941532184756e-16"
"2566","HMGN2","ENST00000494373","NA","76.9828044322555","5.75738612285312e-18","1.04956906091928e-16"
"13870","PNP","ENST00000611297","pgAmat45097.csv","76.8854641816","6.03046130155029e-18","1.09819212026757e-16"
"1080","TTK",NA,"NA","76.8767955646725","6.0554004330797e-18","1.10157295036298e-16"
"5069","CDC20","ENST00000510179","pgAmat15338.csv","76.8573641651203","6.11167958823485e-18","1.11064192054548e-16"
"10922","IMPDH1","ENST00000373242","NA","76.7636737925374","6.39047855854021e-18","1.16008666437702e-16"
"10209","SUMO1","ENST00000519785","pgAmat7336.csv","76.6066688219332","6.88655243669673e-18","1.24882895289604e-16"
"11433","CMC1","ENST00000558833","pgAmat6410.csv","76.4680075842775","7.35666266671186e-18","1.33268180509554e-16"
"6058","DUXA","ENST00000350889","NA","76.3558280561142","7.76042318259529e-18","1.40435218263468e-16"
"6431","BCOR","ENST00000446719","pgAmat22499.csv","76.2767155727264","8.05844878607617e-18","1.45675849289716e-16"
"14433","JMJD4","ENST00000381116","NA","76.1617715741279","8.51201046247812e-18","1.53714278800989e-16"
"13504","NIT2","ENST00000454456","pgAmat42596.csv","76.0796887012839","8.85147809929559e-18","1.596777082589e-16"
"5046","GRM8","ENST00000463947","NA","75.9258118080126","9.52484196425574e-18","1.71645796482031e-16"
"2636","COX7A2","ENST00000561698","pgAmat3953.csv","75.8700644237832","9.78126007458557e-18","1.76083058967696e-16"
"13507","RP11-578O24.2","ENST00000582279","pgAmat1008.csv","75.8021159330872","1.01031707992295e-17","1.81688863425894e-16"
"5303","NDUFA8","ENST00000265755","NA","75.7422959762124","1.03953475620243e-17","1.86748852980149e-16"
"10662","HBBP1","ENST00000491506","pgAmat15051.csv","75.7034020392806","1.05898428484791e-17","1.90045341752249e-16"
"2850","PSMA2","ENST00000445588","NA","75.6298960882685","1.09674338670142e-17","1.96617419180227e-16"
"13615","NDFIP1P1",NA,"NA","75.6134320518203","1.10538400072081e-17","1.9796110155914e-16"
"2180","ELK1","ENST00000565223","NA","75.4712041200026","1.18292544428734e-17","2.11628545840308e-16"
"15230","RP11-655M14.4","ENST00000434621","pgAmat1880.csv","75.4040906781127","1.22138519204828e-17","2.18283132254171e-16"
"8798","CTC-559E9.9",NA,"NA","75.275524216491","1.29859497304503e-17","2.31842131447977e-16"
"4242","RPL21","ENST00000633812","NA","75.1731823423224","1.36353726134301e-17","2.4318525232745e-16"
"7295","KRT8","ENST00000372014","NA","75.0835829810599","1.42306003763358e-17","2.53539418251376e-16"
"10083","HMGN1P37",NA,"NA","74.9112665990964","1.54495102333776e-17","2.74972642485305e-16"
"7555","SNRPA1","ENST00000413946","NA","74.5815452278835","1.80811210685484e-17","3.21479356282566e-16"
"14170","MRPS31P4",NA,"NA","74.5654644635965","1.82203813154955e-17","3.23622435657136e-16"
"335","HMGB2","ENST00000413177","pgAmat2062.csv","74.4166117782699","1.95615718909744e-17","3.47087356693859e-16"
"5586","SSR4",NA,"NA","74.3816338523542","1.98908228913978e-17","3.52567385855525e-16"
"4523","ARHGAP5","ENST00000426182","pgAmat6266.csv","74.182586964529","2.18730225684099e-17","3.87304893470553e-16"
"14717","CPAMD8","ENST00000453002","pgAmat41761.csv","74.1727268462503","2.19762046429057e-17","3.88733642414223e-16"
"15520","PPIEL","ENST00000596753","pgAmat35854.csv","74.1425172504378","2.22953817402191e-17","3.93976265065917e-16"
"6935","ANP32A",NA,"NA","74.0336349070119","2.34848015274063e-17","4.14570316646206e-16"
"610","RPL9","ENST00000453850","pgAmat11477.csv","73.9965384240858","2.39043950311336e-17","4.21384066726074e-16"
"2893","RNF7","ENST00000306357","NA","73.9952102653386","2.39195561542807e-17","4.21384066726074e-16"
"4722","NACA",NA,"NA","73.8817264230032","2.52512197197919e-17","4.44390610180697e-16"
"15598","RPS3AP34","ENST00000531766","pgAmat10241.csv","73.7988202393296","2.62708044217067e-17","4.61863725346832e-16"
"949","PPIH",NA,"NA","73.7878511039319","2.64087580470235e-17","4.63817232285224e-16"
"1870","CENPA",NA,"NA","73.7398343400362","2.70212363784836e-17","4.7409239298777e-16"
"6357","ZNF37BP",NA,"NA","73.578889007026","2.91798985242634e-17","5.11447268049007e-16"
"14132","PSMA6","ENST00000433910","NA","73.3265980839702","3.29167430170865e-17","5.76359830619341e-16"
"10933","CARM1","ENST00000477735","NA","73.3087854115917","3.31980245304222e-17","5.80696619367163e-16"
"15724","ORC1","ENST00000627885","NA","72.8399536836106","4.15334307320617e-17","7.25764155623348e-16"
"16675","PPP2CB","ENST00000446444","NA","72.7771735895495","4.27984837110429e-17","7.47114540903276e-16"
"5262","WNT9B",NA,"NA","72.7392171440418","4.35819809131438e-17","7.60024010233049e-16"
"6426","OR7E89P","ENST00000595442","pgAmat13460.csv","72.7291653944386","4.37918654971593e-17","7.62914334195471e-16"
"1430","MTND5P1","ENST00000007699","NA","72.7187629235836","4.40101397731218e-17","7.65944849505631e-16"
"15348","NCSTN","ENST00000525775","pgAmat13563.csv","72.5443494048328","4.78365645941927e-17","8.31701719634645e-16"
"17144","RPS27A","ENST00000562845","pgAmat1909.csv","72.5360939528974","4.80257235737769e-17","8.34151311358807e-16"
"14292","KRT18","ENST00000289104","NA","72.5093305933733","4.86441270402564e-17","8.44043979427421e-16"
"2718","LRR1",NA,"NA","72.4504842439407","5.00320558620993e-17","8.67255756678836e-16"
"7651","HSPE1P5","ENST00000392446","NA","72.4197762792279","5.07720084168348e-17","8.79200249959658e-16"
"1961","RP11-490D19.8","ENST00000462218","NA","72.3121877946448","5.34520998158082e-17","9.24683872889687e-16"
"10226","SALL4",NA,"NA","72.3018166219705","5.37178269126474e-17","9.28351484704372e-16"
